"","IterYear","AgeInYears","cohortsize"
"3401",1979,12,2419950.3021352
"3402",1979,13,2322619.62374835
"3403",1979,14,2275815.67261561
"3404",1979,15,2232305.36770575
"3405",1979,16,2190752.82320669
"3406",1979,17,2150946.67799184
"3407",1979,18,2150903.71767215
"3408",1979,19,2070131.80229782
"3409",1979,20,2030610.41533932
"3410",1979,21,1991650.77200577
"3411",1979,22,1953570.08532682
"3412",1979,23,1953794.83911796
"3413",1979,24,1881043.50135207
"3414",1979,25,1846797.33271335
"3415",1979,26,1813920.33345402
"3416",1979,27,1782453.7317423
"3417",1979,28,1612219.16112052
"3418",1979,29,1263895.16227556
"3419",1979,30,1264060.43704423
"3420",1979,31,1264224.48567307
"3421",1979,32,1264394.56527691
"3422",1979,33,1160706.2794758
"3423",1979,34,1015358.22552996
"3424",1979,35,1015358.49301952
"3425",1979,36,1015349.70433279
"3426",1979,37,1015341.20995881
"3427",1979,38,957481.385321457
"3428",1979,39,876479.252485207
"3429",1979,40,876465.844716544
"3430",1979,41,876442.76495253
"3431",1979,42,876421.150664865
"3432",1979,43,828269.209828768
"3433",1979,44,760873.505801853
"3434",1979,45,760849.015808528
"3435",1979,46,760818.601234053
"3436",1979,47,760788.168842765
"3437",1979,48,719329.196530997
"3438",1979,49,661306.351145519
"3439",1979,50,661279.515326235
"3440",1979,51,661246.431936599
"3441",1979,52,661213.394337795
"3442",1979,53,624823.395768615
"3443",1979,54,573894.314952446
"3444",1979,55,573861.383304151
"3445",1979,56,573821.213420654
"3446",1979,57,573781.073856564
"3447",1979,58,539632.577320942
"3448",1979,59,491844.877108559
"3449",1979,60,491797.50410359
"3450",1979,61,491738.504084123
"3451",1979,62,491679.526845448
"3452",1979,63,457786.288866858
"3453",1979,64,410368.497308356
"3454",1979,65,410299.115840306
"3455",1979,66,410212.960074685
"3456",1979,67,410126.881351576
"3457",1979,68,384305.235699198
"3458",1979,69,348201.172352506
"3459",1979,70,348109.486970451
"3460",1979,71,347998.121313928
"3461",1979,72,347886.824624518
"3462",1979,73,325580.698810839
"3463",1979,74,294408.331508745
"3464",1979,75,294284.342655352
"3465",1979,76,294137.234106999
"3466",1979,77,293990.274236763
"3467",1979,78,280423.092819925
"3468",1979,79,261504.790757563
"3469",1979,80,261356.250019919
"3470",1979,81,261186.424262466
"3471",1979,82,261016.767244943
"3472",1979,83,240647.797572074
"3473",1979,84,212225.960930906
"3474",1979,85,212092.608615174
"3475",1979,86,211958.998070367
"3476",1979,87,211825.515702712
"3477",1979,88,189443.98291807
"3478",1979,89,158195.7338842
"3479",1979,90,158106.070639791
"3480",1979,91,158015.912974981
"3481",1979,92,157925.917725356
"3482",1979,93,137274.408772229
"3483",1979,94,108425.277350244
"3484",1979,95,108374.090247838
"3485",1979,96,108323.178178682
"3486",1979,97,108272.314240358
"3487",1979,98,90674.7467512746
"3488",1979,99,66079.6384091086
"3489",1979,100,66058.4666941107
"3490",1979,101,66037.3523834957
"3491",1979,102,66016.227951218
"3492",1979,103,52194.9886714409
"3493",1979,104,32864.9827873497
"3494",1979,105,32859.7258317002
"3495",1979,106,32854.4613213167
"3496",1979,107,32849.2144432659
"3497",1979,108,23934.8081133516
"3498",1979,109,11460.4864065694
"3499",1979,110,11460.4864065694
"3500",1979,111,11460.4864065694
"3501",1979,112,11460.4864065694
"3502",1979,113,7811.66017537237
"3503",1979,114,2703.30345169659
"3504",1979,115,2703.30345169659
"3505",1979,116,2703.30345169659
"3506",1979,117,2703.30345169659
"3507",1979,118,1702.7964582114
"3508",1979,119,302.086667332136
"3509",1979,120,1192.18444490902
"3510",1980,0,3329674.37166315
"3511",1980,1,3313314.32873101
"3512",1980,2,3288885.27475152
"3513",1980,3,3139698.87748681
"3514",1980,4,3052846.85560087
"3515",1980,5,2966156.44524598
"3516",1980,6,2880164.4951881
"3517",1980,7,2797149.35723284
"3518",1980,8,2766127.50437064
"3519",1980,9,2634638.71255098
"3520",1980,10,2560805.79224667
"3521",1980,11,2492682.25100709
"3522",1980,12,2431531.64534815
"3523",1980,13,2419902.1691046
"3524",1980,14,2322573.46653658
"3525",1980,15,2275758.58625576
"3526",1980,16,2232238.94081015
"3527",1980,17,2190687.67257215
"3528",1980,18,2150882.72664679
"3529",1980,19,2150839.79188754
"3530",1980,20,2070059.63223734
"3531",1980,21,2030530.36291732
"3532",1980,22,1991572.29507464
"3533",1980,23,1953493.14199091
"3534",1980,24,1953717.95127559
"3535",1980,25,1880969.63477055
"3536",1980,26,1846724.94801147
"3537",1980,27,1813849.26567868
"3538",1980,28,1782383.89832535
"3539",1980,29,1612156.00027423
"3540",1980,30,1263845.65343436
"3541",1980,31,1264010.9257843
"3542",1980,32,1264174.97182201
"3543",1980,33,1264345.04888004
"3544",1980,34,1160660.82783533
"3545",1980,35,1015317.44603922
"3546",1980,36,1015314.4543279
"3547",1980,37,1015305.66606137
"3548",1980,38,1015297.17210389
"3549",1980,39,957439.857231404
"3550",1980,40,876437.542744099
"3551",1980,41,876422.792019309
"3552",1980,42,876399.713408976
"3553",1980,43,876378.100208223
"3554",1980,44,828228.524672187
"3555",1980,45,760832.157713737
"3556",1980,46,760804.060208292
"3557",1980,47,760773.647430954
"3558",1980,48,760743.216837858
"3559",1980,49,719286.694181495
"3560",1980,50,661260.370206568
"3561",1980,51,661227.263208689
"3562",1980,52,661194.182433177
"3563",1980,53,661161.147444878
"3564",1980,54,624774.024290515
"3565",1980,55,573842.396497007
"3566",1980,56,573802.182110412
"3567",1980,57,573762.016370937
"3568",1980,58,573721.880947739
"3569",1980,59,539576.90727315
"3570",1980,60,491779.221689755
"3571",1980,61,491719.438510248
"3572",1980,62,491660.447856135
"3573",1980,63,491601.479979195
"3574",1980,64,457713.622051747
"3575",1980,65,410287.945323119
"3576",1980,66,410203.639529684
"3577",1980,67,410117.503812411
"3578",1980,68,410031.445119719
"3579",1980,69,384215.808145777
"3580",1980,70,348098.33072372
"3581",1980,71,347986.863051395
"3582",1980,72,347875.536624131
"3583",1980,73,347764.279139679
"3584",1980,74,325466.010809511
"3585",1980,75,294280.034239876
"3586",1980,76,294133.773569667
"3587",1980,77,293986.740288601
"3588",1980,78,293839.855609577
"3589",1980,79,280279.615771995
"3590",1980,80,261347.790565019
"3591",1980,81,261178.274905148
"3592",1980,82,261008.564793469
"3593",1980,83,260839.023306807
"3594",1980,84,240483.92424046
"3595",1980,85,212081.441946621
"3596",1980,86,211948.180439499
"3597",1980,87,211814.660879136
"3598",1980,88,211681.269408634
"3599",1980,89,189314.977720651
"3600",1980,90,158088.007729132
"3601",1980,91,157998.405542478
"3602",1980,92,157908.309272108
"3603",1980,93,157818.375306324
"3604",1980,94,137180.929359837
"3605",1980,95,108351.443259055
"3606",1980,96,108300.291013404
"3607",1980,97,108249.413613712
"3608",1980,98,108198.584312077
"3609",1980,99,90613.0001947173
"3610",1980,100,66034.6403222487
"3611",1980,101,66013.4830245009
"3612",1980,102,65992.3830920455
"3613",1980,103,65971.2730448198
"3614",1980,104,52159.4455799466
"3615",1980,105,32842.6028018395
"3616",1980,106,32837.3494260061
"3617",1980,107,32832.0885005831
"3618",1980,108,32826.8451954858
"3619",1980,109,23918.5092866572
"3620",1980,110,11452.6821876724
"3621",1980,111,11452.6821876724
"3622",1980,112,11452.6821876724
"3623",1980,113,11452.6821876724
"3624",1980,114,7806.34068859015
"3625",1980,115,2701.46258987506
"3626",1980,116,2701.46258987506
"3627",1980,117,2701.46258987506
"3628",1980,118,2701.46258987506
"3629",1980,119,1701.63690914642
"3630",1980,120,1493.25356216189
"3631",1981,0,3409506.07461611
"3632",1981,1,3395234.6454901
"3633",1981,2,3312984.14112567
"3634",1981,3,3288557.52167605
"3635",1981,4,3139385.99158053
"3636",1981,5,3052637.73102984
"3637",1981,6,2966038.22898809
"3638",1981,7,2880049.75797328
"3639",1981,8,2797037.95042917
"3640",1981,9,2766017.33403415
"3641",1981,10,2634561.34345122
"3642",1981,11,2560755.02382547
"3643",1981,12,2492633.07319873
"3644",1981,13,2431483.86548957
"3645",1981,14,2419854.79959278
"3646",1981,15,2322516.1436921
"3647",1981,16,2275692.31556493
"3648",1981,17,2232174.62154258
"3649",1981,18,2190624.83608638
"3650",1981,19,2150821.14361353
"3651",1981,20,2150769.43532724
"3652",1981,21,2069983.89508218
"3653",1981,22,2030456.48065131
"3654",1981,23,1991500.09245943
"3655",1981,24,1953422.55131276
"3656",1981,25,1953647.80112059
"3657",1981,26,1880903.19278185
"3658",1981,27,1846660.65966025
"3659",1981,28,1813786.3155565
"3660",1981,29,1782322.05012021
"3661",1981,30,1612100.08064873
"3662",1981,31,1263801.85933388
"3663",1981,32,1263967.15430832
"3664",1981,33,1264131.22093806
"3665",1981,34,1264301.32030889
"3666",1981,35,1160620.71337753
"3667",1981,36,1015282.36942498
"3668",1981,37,1015279.37899743
"3669",1981,38,1015270.59130156
"3670",1981,39,1015262.0979666
"3671",1981,40,957401.967556055
"3672",1981,41,876398.536396975
"3673",1981,42,876383.787435077
"3674",1981,43,876360.709988602
"3675",1981,44,876339.097922188
"3676",1981,45,828187.493993542
"3677",1981,46,760790.716101236
"3678",1981,47,760762.620127245
"3679",1981,48,760732.209006859
"3680",1981,49,760701.780071697
"3681",1981,50,719240.2678616
"3682",1981,51,661211.172872634
"3683",1981,52,661178.068337812
"3684",1981,53,661144.990023386
"3685",1981,54,661111.957492758
"3686",1981,55,624721.248447185
"3687",1981,56,573788.266104427
"3688",1981,57,573748.055511153
"3689",1981,58,573707.893560371
"3690",1981,59,573667.761922991
"3691",1981,60,539509.752471136
"3692",1981,61,491703.429561874
"3693",1981,62,491643.655595893
"3694",1981,63,491584.674033127
"3695",1981,64,491525.715244005
"3696",1981,65,457627.092633623
"3697",1981,66,410196.09533443
"3698",1981,67,410111.808414106
"3699",1981,68,410025.691979543
"3700",1981,69,409939.652552288
"3701",1981,70,384106.697638163
"3702",1981,71,347978.784828391
"3703",1981,72,347867.355436694
"3704",1981,73,347756.06724147
"3705",1981,74,347644.84796534
"3706",1981,75,325328.172346617
"3707",1981,76,294132.065770279
"3708",1981,77,293985.8786419
"3709",1981,78,293838.91929105
"3710",1981,79,293692.108467476
"3711",1981,80,280114.559824154
"3712",1981,81,261172.128455727
"3713",1981,82,261002.726733768
"3714",1981,83,260833.130690594
"3715",1981,84,260663.703159044
"3716",1981,85,240322.285553599
"3717",1981,86,211938.893683106
"3718",1981,87,211805.721746379
"3719",1981,88,211672.291929785
"3720",1981,89,211538.990116915
"3721",1981,90,189187.731691661
"3722",1981,91,157981.750572631
"3723",1981,92,157892.20861112
"3724",1981,93,157802.172897988
"3725",1981,94,157712.299380352
"3726",1981,95,137088.724671511
"3727",1981,96,108278.61600018
"3728",1981,97,108227.498135961
"3729",1981,98,108176.654932967
"3730",1981,99,108125.859795701
"3731",1981,100,90552.0956398336
"3732",1981,101,65990.2558479782
"3733",1981,102,65969.1127708809
"3734",1981,103,65948.0270205184
"3735",1981,104,65926.9311621844
"3736",1981,105,52124.3871688004
"3737",1981,106,32820.5279991008
"3738",1981,107,32815.2781542675
"3739",1981,108,32810.0207649191
"3740",1981,109,32804.780984053
"3741",1981,110,23902.4327175286
"3742",1981,111,11444.9843903435
"3743",1981,112,11444.9843903435
"3744",1981,113,11444.9843903435
"3745",1981,114,11444.9843903435
"3746",1981,115,7801.0937405376
"3747",1981,116,2699.64683080939
"3748",1981,117,2699.64683080939
"3749",1981,118,2699.64683080939
"3750",1981,119,2699.64683080939
"3751",1981,120,3192.74305999164
"3752",1982,0,3487169.17591207
"3753",1982,1,3476603.39638551
"3754",1982,2,3394896.36029843
"3755",1982,3,3312654.05411723
"3756",1982,4,3288229.86997992
"3757",1982,5,3139171.477728
"3758",1982,6,3052516.64818376
"3759",1982,7,2965921.10015114
"3760",1982,8,2879936.87961871
"3761",1982,9,2796928.64756928
"3762",1982,10,2765938.72725474
"3763",1982,11,2634513.76921459
"3764",1982,12,2560710.48654541
"3765",1982,13,2492592.08769617
"3766",1982,14,2431445.30600906
"3767",1982,15,2419805.54635886
"3768",1982,16,2322460.09716782
"3769",1982,17,2275640.73170773
"3770",1982,18,2232127.85785898
"3771",1982,19,2190580.52740426
"3772",1982,20,2150784.75873271
"3773",1982,21,2150744.73078315
"3774",1982,22,2069964.21744111
"3775",1982,23,2030439.1467513
"3776",1982,24,1991484.33186018
"3777",1982,25,1953408.19205124
"3778",1982,26,1953635.55325923
"3779",1982,27,1880896.40279562
"3780",1982,28,1846658.17892758
"3781",1982,29,1813784.7020156
"3782",1982,30,1782320.49584362
"3783",1982,31,1612098.7836751
"3784",1982,32,1263801.03506415
"3785",1982,33,1263966.45235978
"3786",1982,34,1264130.63205137
"3787",1982,35,1264300.8528069
"3788",1982,36,1160620.40510821
"3789",1982,37,1015282.1621538
"3790",1982,38,1015279.17678284
"3791",1982,39,1015270.39023322
"3792",1982,40,1015256.66093035
"3793",1982,41,957392.24496257
"3794",1982,42,876389.651393459
"3795",1982,43,876374.907317872
"3796",1982,44,876351.83069026
"3797",1982,45,876325.69890946
"3798",1982,46,828170.851107734
"3799",1982,47,760775.428600769
"3800",1982,48,760747.333195706
"3801",1982,49,760716.922688157
"3802",1982,50,760678.646200435
"3803",1982,51,719211.480036552
"3804",1982,52,661184.707958723
"3805",1982,53,661151.604748579
"3806",1982,54,661118.527757704
"3807",1982,55,661078.67599604
"3808",1982,56,624683.792660082
"3809",1982,57,573753.863952668
"3810",1982,58,573713.655769909
"3811",1982,59,573673.496226569
"3812",1982,60,573615.612403364
"3813",1982,61,539445.148018642
"3814",1982,62,491644.549916522
"3815",1982,63,491584.783107661
"3816",1982,64,491525.808606974
"3817",1982,65,491449.110369208
"3818",1982,66,457540.373423625
"3819",1982,67,410118.364181311
"3820",1982,68,410034.09323242
"3821",1982,69,409947.993115722
"3822",1982,70,409836.599625521
"3823",1982,71,383987.985593076
"3824",1982,72,347871.238477934
"3825",1982,73,347759.843523712
"3826",1982,74,347648.589721988
"3827",1982,75,347508.722312294
"3828",1982,76,325175.770746146
"3829",1982,77,293994.278140105
"3830",1982,78,293848.159492809
"3831",1982,79,293701.268984403
"3832",1982,80,293528.78621314
"3833",1982,81,279935.907030712
"3834",1982,82,261005.556855057
"3835",1982,83,260836.263174088
"3836",1982,84,260666.775295395
"3837",1982,85,260497.455820634
"3838",1982,86,240169.01166023
"3839",1982,87,211803.722284443
"3840",1982,88,211670.635283182
"3841",1982,89,211537.290566214
"3842",1982,90,211404.073771159
"3843",1982,91,189067.070638041
"3844",1982,92,157880.992218423
"3845",1982,93,157791.507365391
"3846",1982,94,157701.529075654
"3847",1982,95,157611.712877976
"3848",1982,96,137001.291570965
"3849",1982,97,108209.557548134
"3850",1982,98,108158.47228611
"3851",1982,99,108107.661510135
"3852",1982,100,108056.898769233
"3853",1982,101,90494.3428924703
"3854",1982,102,65948.1682679235
"3855",1982,103,65927.0386755592
"3856",1982,104,65905.9663733671
"3857",1982,105,65884.8839696501
"3858",1982,106,52091.1430285928
"3859",1982,107,32799.5955662463
"3860",1982,108,32794.3490696841
"3861",1982,109,32789.0950334184
"3862",1982,110,32783.8585944047
"3863",1982,111,23887.1881100093
"3864",1982,112,11437.6849536227
"3865",1982,113,11437.6849536227
"3866",1982,114,11437.6849536227
"3867",1982,115,11437.6849536227
"3868",1982,116,7796.11832177162
"3869",1982,117,2697.92503718015
"3870",1982,118,2697.92503718015
"3871",1982,119,2697.92503718015
"3872",1982,120,5888.63181427814
"3873",1983,0,3563061.96087096
"3874",1983,1,3555764.04605865
"3875",1983,2,3476257.19886345
"3876",1983,3,3394558.32048608
"3877",1983,4,3312324.20829755
"3878",1983,5,3288003.50735133
"3879",1983,6,3139048.01515878
"3880",1983,7,3052397.47038742
"3881",1983,8,2965806.03291265
"3882",1983,9,2879826.25719542
"3883",1983,10,2796851.22463637
"3884",1983,11,2765893.09917647
"3885",1983,12,2634473.1108511
"3886",1983,13,2560672.76627905
"3887",1983,14,2492557.74720634
"3888",1983,15,2431400.9101719
"3889",1983,16,2419750.68487037
"3890",1983,17,2322408.94943696
"3891",1983,18,2275592.67289069
"3892",1983,19,2232083.00471802
"3893",1983,20,2190541.85012425
"3894",1983,21,2150762.49498269
"3895",1983,22,2150730.76551908
"3896",1983,23,2069952.33551851
"3897",1983,24,2030428.23716276
"3898",1983,25,1991474.08099409
"3899",1983,26,1953398.5362607
"3900",1983,27,1953626.67054519
"3901",1983,28,1880889.62792232
"3902",1983,29,1846652.94670614
"3903",1983,30,1813779.81505653
"3904",1983,31,1782315.71078089
"3905",1983,32,1612094.49326896
"3906",1983,33,1263797.73549431
"3907",1983,34,1263963.19258993
"3908",1983,35,1264127.40887234
"3909",1983,36,1264297.66893554
"3910",1983,37,1160617.52181691
"3911",1983,38,1015279.66024435
"3912",1983,39,1015276.67651885
"3913",1983,40,1015262.68538092
"3914",1983,41,1015244.04359564
"3915",1983,42,957380.349049861
"3916",1983,43,876378.766821893
"3917",1983,44,876364.024462868
"3918",1983,45,876336.455579173
"3919",1983,46,876306.083796851
"3920",1983,47,828152.314251089
"3921",1983,48,760758.400574966
"3922",1983,49,760730.305800165
"3923",1983,50,760692.096264653
"3924",1983,51,760646.459006448
"3925",1983,52,719181.047537177
"3926",1983,53,661156.730876628
"3927",1983,54,661123.629067109
"3928",1983,55,661083.775102408
"3929",1983,56,661037.527480639
"3930",1983,57,624644.909504243
"3931",1983,58,573718.150873709
"3932",1983,59,573677.945193593
"3933",1983,60,573620.143354473
"3934",1983,61,573545.611174923
"3935",1983,62,539379.316822226
"3936",1983,63,491584.552119502
"3937",1983,64,491524.792604113
"3938",1983,65,491448.188712018
"3939",1983,66,491354.857290365
"3940",1983,67,457452.623568167
"3941",1983,68,410039.709204942
"3942",1983,69,409955.45441784
"3943",1983,70,409844.157081808
"3944",1983,71,409708.997694257
"3945",1983,72,383868.43158547
"3946",1983,73,347762.929357995
"3947",1983,74,347651.569086154
"3948",1983,75,347511.844775556
"3949",1983,76,347345.135066625
"3950",1983,77,325022.696579305
"3951",1983,78,293855.882437454
"3952",1983,79,293709.832574189
"3953",1983,80,293537.429142613
"3954",1983,81,293340.906586256
"3955",1983,82,279756.727829808
"3956",1983,83,260838.494445351
"3957",1983,84,260669.309124336
"3958",1983,85,260499.929729767
"3959",1983,86,260330.718631271
"3960",1983,87,240015.286143265
"3961",1983,88,211668.152601664
"3962",1983,89,211535.150785829
"3963",1983,90,211401.89141915
"3964",1983,91,211268.75989245
"3965",1983,92,188946.054054916
"3966",1983,93,157779.936978314
"3967",1983,94,157690.509402045
"3968",1983,95,157600.58870491
"3969",1983,96,157510.829996086
"3970",1983,97,136913.600847582
"3971",1983,98,108140.295614401
"3972",1983,99,108089.243050636
"3973",1983,100,108038.464797227
"3974",1983,101,107987.734548146
"3975",1983,102,90436.4199758377
"3976",1983,103,65905.9566762311
"3977",1983,104,65884.8406083325
"3978",1983,105,65863.781793936
"3979",1983,106,65842.7128844804
"3980",1983,107,52057.8009340654
"3981",1983,108,32778.6014556884
"3982",1983,109,32773.3583172629
"3983",1983,110,32768.10764396
"3984",1983,111,32762.8745566456
"3985",1983,112,23871.8985840428
"3986",1983,113,11430.3640090104
"3987",1983,114,11430.3640090104
"3988",1983,115,11430.3640090104
"3989",1983,116,11430.3640090104
"3990",1983,117,7791.12824286531
"3991",1983,118,2696.19817026214
"3992",1983,119,2696.19817026214
"3993",1983,120,8581.06083479285
"3994",1984,0,3709588.48605482
"3995",1984,1,3633122.11821886
"3996",1984,2,3555402.97350768
"3997",1984,3,3475904.2690618
"3998",1984,4,3394213.69298992
"3999",1984,5,3312091.29599579
"4000",1984,6,3287870.53909624
"4001",1984,7,3138921.57716053
"4002",1984,8,3052274.85711592
"4003",1984,9,2965687.13634503
"4004",1984,10,2879741.64204861
"4005",1984,11,2796798.09965898
"4006",1984,12,2765842.10915582
"4007",1984,13,2634425.4724296
"4008",1984,14,2560627.032154
"4009",1984,15,2492500.9480328
"4010",1984,16,2431334.03459271
"4011",1984,17,2419684.44717498
"4012",1984,18,2322345.80184438
"4013",1984,19,2275531.37491886
"4014",1984,20,2232016.77202671
"4015",1984,21,2190475.25350098
"4016",1984,22,2150700.79655208
"4017",1984,23,2150670.64699751
"4018",1984,24,2069894.76213099
"4019",1984,25,2030371.89652403
"4020",1984,26,1991418.89801802
"4021",1984,27,1953344.47592486
"4022",1984,28,1953572.74166304
"4023",1984,29,1880838.02953659
"4024",1984,30,1846602.54293032
"4025",1984,31,1813730.35875401
"4026",1984,32,1782267.11658421
"4027",1984,33,1612050.54694151
"4028",1984,34,1263763.29548257
"4029",1984,35,1263928.7553587
"4030",1984,36,1264092.97386402
"4031",1984,37,1264263.23648033
"4032",1984,38,1160585.92017397
"4033",1984,39,1015252.01957658
"4034",1984,40,1015243.66919449
"4035",1984,41,1015224.73319653
"4036",1984,42,1015206.09219076
"4037",1984,43,957344.561094915
"4038",1984,44,876346.00767362
"4039",1984,45,876326.633496918
"4040",1984,46,876294.797187844
"4041",1984,47,876264.426892379
"4042",1984,48,828112.946499259
"4043",1984,49,760722.236576331
"4044",1984,50,760686.100502499
"4045",1984,51,760640.482627268
"4046",1984,52,760594.848465831
"4047",1984,53,719132.250472846
"4048",1984,54,661111.870829222
"4049",1984,55,661071.781848273
"4050",1984,56,661025.490937196
"4051",1984,57,660979.247392922
"4052",1984,58,624589.83795199
"4053",1984,59,573667.569251453
"4054",1984,60,573609.17296016
"4055",1984,61,573534.614696877
"4056",1984,62,573460.093630593
"4057",1984,63,539298.893591783
"4058",1984,64,491511.255255201
"4059",1984,65,491433.319153086
"4060",1984,66,491339.974850211
"4061",1984,67,491246.663979821
"4062",1984,68,457351.895320669
"4063",1984,69,409949.420988853
"4064",1984,70,409839.185793032
"4065",1984,71,409703.969134379
"4066",1984,72,409568.85597872
"4067",1984,73,383737.128683311
"4068",1984,74,347643.976409152
"4069",1984,75,347503.261690438
"4070",1984,76,347336.522788581
"4071",1984,77,347169.897186198
"4072",1984,78,324858.720514604
"4073",1984,79,293707.630233177
"4074",1984,80,293535.275108196
"4075",1984,81,293338.678996984
"4076",1984,82,293142.289503698
"4077",1984,83,279567.3084076
"4078",1984,84,260661.884298009
"4079",1984,85,260492.813530002
"4080",1984,86,260323.548819823
"4081",1984,87,260154.452291754
"4082",1984,88,239852.775102869
"4083",1984,89,211524.835014462
"4084",1984,90,211391.923252347
"4085",1984,91,211258.754113754
"4086",1984,92,211125.712728572
"4087",1984,93,188818.121287323
"4088",1984,94,157673.106358805
"4089",1984,95,157583.739332714
"4090",1984,96,157493.879519642
"4091",1984,97,157404.181585202
"4092",1984,98,136820.898536514
"4093",1984,99,108067.075311518
"4094",1984,100,108016.057314739
"4095",1984,101,107965.313442585
"4096",1984,102,107914.617542256
"4097",1984,103,90375.1867230086
"4098",1984,104,65861.3326618222
"4099",1984,105,65840.230891322
"4100",1984,106,65819.1863355583
"4101",1984,107,65798.1316915708
"4102",1984,108,52022.5533149406
"4103",1984,109,32756.4075166663
"4104",1984,110,32751.1679282976
"4105",1984,111,32745.9208101532
"4106",1984,112,32740.69126609
"4107",1984,113,23855.7352507099
"4108",1984,114,11422.624667167
"4109",1984,115,11422.624667167
"4110",1984,116,11422.624667167
"4111",1984,117,11422.624667167
"4112",1984,118,7785.85297737331
"4113",1984,119,2694.37261166217
"4114",1984,120,11269.6233284984
"4115",1985,0,3711419.32798841
"4116",1985,1,3781105.6880069
"4117",1985,2,3632760.06506665
"4118",1985,3,3555048.68150948
"4119",1985,4,3475557.91239227
"4120",1985,5,3393981.63410104
"4121",1985,6,3311959.3630055
"4122",1985,7,3287739.62919766
"4123",1985,8,3138796.69402905
"4124",1985,9,3052153.48268316
"4125",1985,10,2965600.29180337
"4126",1985,11,2879684.89907145
"4127",1985,12,2796743.27845837
"4128",1985,13,2765788.22954495
"4129",1985,14,2634374.33923575
"4130",1985,15,2560564.09408659
"4131",1985,16,2492428.04830293
"4132",1985,17,2431263.00447488
"4133",1985,18,2419613.82084389
"4134",1985,19,2322278.1018375
"4135",1985,20,2275454.1084569
"4136",1985,21,2231932.32950622
"4137",1985,22,2190393.07792321
"4138",1985,23,2150620.73723862
"4139",1985,24,2150590.86074905
"4140",1985,25,2069818.02113898
"4141",1985,26,2030296.64303027
"4142",1985,27,1991345.10070684
"4143",1985,28,1953272.10044114
"4144",1985,29,1953500.38063416
"4145",1985,30,1880768.41764556
"4146",1985,31,1846534.24358912
"4147",1985,32,1813663.28423731
"4148",1985,33,1782201.20633811
"4149",1985,34,1611990.93266428
"4150",1985,35,1263716.56298798
"4151",1985,36,1263882.01798801
"4152",1985,37,1264046.23156199
"4153",1985,38,1264216.4891078
"4154",1985,39,1160543.00758833
"4155",1985,40,1015209.14688726
"4156",1985,41,1015196.01382115
"4157",1985,42,1015177.07872344
"4158",1985,43,1015158.43860675
"4159",1985,44,957299.623590994
"4160",1985,45,876300.267836762
"4161",1985,46,876276.766139315
"4162",1985,47,876244.931647681
"4163",1985,48,876214.563087773
"4164",1985,49,828065.822765333
"4165",1985,50,760670.95382248
"4166",1985,51,760627.652727604
"4167",1985,52,760582.038357452
"4168",1985,53,760536.407702388
"4169",1985,54,719076.995514997
"4170",1985,55,661054.126904078
"4171",1985,56,661007.812667398
"4172",1985,57,660961.526235684
"4173",1985,58,660915.287166225
"4174",1985,59,624529.398977195
"4175",1985,60,573593.974069008
"4176",1985,61,573519.37196241
"4177",1985,62,573444.825371505
"4178",1985,63,573370.315971873
"4179",1985,64,539214.464017848
"4180",1985,65,491416.232072831
"4181",1985,66,491322.106272094
"4182",1985,67,491228.783093282
"4183",1985,68,491135.493339485
"4184",1985,69,457248.395171405
"4185",1985,70,409830.806755412
"4186",1985,71,409697.438271775
"4187",1985,72,409562.268379275
"4188",1985,73,409427.201954108
"4189",1985,74,383604.408854007
"4190",1985,75,347494.525602388
"4191",1985,76,347327.685503634
"4192",1985,77,347161.030846618
"4193",1985,78,346994.489431986
"4194",1985,79,324694.585492971
"4195",1985,80,293533.014914514
"4196",1985,81,293337.263803639
"4197",1985,82,293140.800311016
"4198",1985,83,292944.543297077
"4199",1985,84,279378.719532162
"4200",1985,85,260486.048532691
"4201",1985,86,260317.091815445
"4202",1985,87,260147.94128685
"4203",1985,88,259978.958826914
"4204",1985,89,239690.976624365
"4205",1985,90,211382.145831662
"4206",1985,91,211249.323728388
"4207",1985,92,211116.244422252
"4208",1985,93,210983.292783347
"4209",1985,94,188690.749466318
"4210",1985,95,157566.744159332
"4211",1985,96,157477.437417925
"4212",1985,97,157387.638221959
"4213",1985,98,157298.000795425
"4214",1985,99,136728.602697114
"4215",1985,100,107994.176057573
"4216",1985,101,107943.192476215
"4217",1985,102,107892.482834565
"4218",1985,103,107841.821132379
"4219",1985,104,90314.22195952
"4220",1985,105,65816.904310254
"4221",1985,106,65795.8167744625
"4222",1985,107,65774.7864148118
"4223",1985,108,65753.7459737425
"4224",1985,109,51987.460245992
"4225",1985,110,32734.3108913713
"4226",1985,111,32729.0748374933
"4227",1985,112,32723.8312589191
"4228",1985,113,32718.6052425711
"4229",1985,114,23839.6427887174
"4230",1985,115,11414.9192600027
"4231",1985,116,11414.9192600027
"4232",1985,117,11414.9192600027
"4233",1985,118,11414.9192600027
"4234",1985,119,7780.60084232902
"4235",1985,120,13954.5761896658
"4236",1986,0,3784804.29467341
"4237",1986,1,3784370.163075
"4238",1986,2,3780728.88229143
"4239",1986,3,3632398.04372958
"4240",1986,4,3554694.40753439
"4241",1986,5,3475319.65735964
"4242",1986,6,3393846.35576643
"4243",1986,7,3311827.35792332
"4244",1986,8,3287608.6001519
"4245",1986,9,3138671.61862034
"4246",1986,10,3052063.57976074
"4247",1986,11,2965541.28477261
"4248",1986,12,2879627.65416961
