,run_id,region,rc,rd,ld,hd,lc,hc,foii,wh1,wh2,wh3,wh4,wl1,wl2,wl3,wl4,dd1,dd2,dr1,dr2,bd1,bd2,bd3,bd4,bd5,bd6,bd7,br,wv1,wv2,wv3,wv4,cfr1,cfr2,cfr3,cfr4,cfr5,cfr6,ve
32,32,hyper,0.198078685,0.607814359,0.875343318,0.949711932,0.168073474,0.847555531,8.00E-01,0.007077404,0.009172549,0.008494912,0.001208855,0.002868721,0.000654789,0.000667775,0.000184556,0.001927549,-9.89E-08,0.001890294,-9.39E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.065,0.104545455,0.087272727,0.09,0.077272727,0.120909091,0.9
33,33,hyper,0.205669208,0.605466789,0.857880077,0.9469387,0.209074757,0.822046035,8.00E-01,0.013184987,0.003751266,0.00994502,0.001841267,0.003329476,0.000629371,0.0005608,0.000294615,0.001882801,-1.05E-07,0.001913837,-1.03E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.135,0.109090909,0.091818182,0.09,0.068181818,0.127575758,0.88
34,34,hyper,0.214196354,0.591826531,0.893112842,0.927247446,0.157019219,0.84390549,8.00E-01,0.013587384,0.00731123,0.005721764,0.00194411,0.002141002,0.000971109,0.000839897,0.000260429,0.001910857,-9.48E-08,0.001929058,-9.47E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.095,0.080681818,0.095454545,0.092727273,0.072727273,0.119242424,0.908
35,35,hyper,0.201110082,0.584271842,0.941775003,0.953447474,0.164276467,0.842139681,8.00E-01,0.010245438,0.003745837,0.007798097,0.000972224,0.002619261,0.000649047,0.000598771,0.000349039,0.001866281,-1.04E-07,0.00192358,-1.01E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.075,0.113636364,0.078181818,0.076363636,0.074545455,0.120454545,0.884
36,36,hyper,0.197590268,0.739385762,0.938786858,0.906400817,0.213472621,0.882137725,8.00E-01,0.015036038,0.009406714,0.003677359,0.001441934,0.002803346,0.000564917,0.000895681,0.000104707,0.001904943,-1.07E-07,0.001944873,-1.01E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.085,0.088636364,0.09,0.082727273,0.07,0.118030303,0.888
37,37,hyper,0.201857074,0.682788699,0.946249321,0.964184449,0.190361977,0.886470434,8.00E-01,0.01997756,0.007841701,0.009837359,0.001164893,0.002343675,0.000803205,0.000794794,0.000478773,0.001925024,-9.49E-08,0.001901378,-9.99E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.11,0.094318182,0.088181818,0.087272727,0.085454545,0.121969697,0.91
38,38,hyper,0.209339701,0.740586152,0.862138288,0.927353825,0.233783666,0.701092552,8.00E-01,0.011016832,0.00572705,0.008576796,0.001898964,0.003095965,0.000555642,0.00052735,0.000666185,0.001914135,-1.07E-07,0.001944497,-9.99E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.115,0.095454545,0.079090909,0.08,0.072727273,0.125909091,0.916
39,39,hyper,0.209978366,0.689904801,0.826896066,0.983330282,0.150416987,0.742953441,8.00E-01,0.019720992,0.00545294,0.008150211,0.000726912,0.003325226,0.000608645,0.000928811,0.00050375,0.001945167,-1.06E-07,0.001933863,-1.06E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.07,0.095454545,0.078181818,0.087272727,0.076363636,0.116363636,0.908
40,40,hyper,0.201768254,0.702752307,0.907696378,0.972450446,0.18677928,0.869658187,8.00E-01,0.01369404,0.004792911,0.007162403,0.00080362,0.003749976,0.000862154,0.000636884,0.000247407,0.001900482,-9.59E-08,0.001940197,-9.60E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.135,0.110227273,0.096363636,0.092727273,0.080909091,0.125606061,0.894
41,41,hyper,0.213329951,0.699190149,0.747608771,0.953508675,0.211005733,0.833234229,8.00E-01,0.016054391,0.006385259,0.004753466,0.001714384,0.002637731,0.000791574,0.000556567,0.000210147,0.001930496,-9.88E-08,0.001928425,-9.56E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.12,0.105681818,0.077272727,0.095454545,0.072727273,0.125606061,0.876
42,42,hyper,0.207804722,0.748834978,0.926000761,0.975509285,0.228726042,0.836749902,8.00E-01,0.011464825,0.007132868,0.007295835,0.001202619,0.003759013,0.000676341,0.000595459,0.000184924,0.001921275,-9.45E-08,0.001869034,-9.97E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.1,0.0875,0.099090909,0.090909091,0.069090909,0.119393939,0.906
43,43,hyper,0.173926649,0.606003831,0.924816404,0.99478006,0.17310197,0.812413523,8.00E-01,0.00541186,0.008053018,0.003458393,0.00176614,0.003384644,0.00056661,0.000658492,0.000363143,0.001855717,-1.08E-07,0.00187103,-9.28E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.14,0.114772727,0.088181818,0.077272727,0.077272727,0.126060606,0.9
44,44,hyper,0.200175466,0.653956584,0.757839868,0.932135335,0.18478741,0.857251762,8.00E-01,0.013558015,0.004039949,0.008370133,0.000732855,0.002046054,0.000882853,0.000827656,0.000508552,0.001885342,-1.01E-07,0.001916395,-1.00E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.125,0.089772727,0.077272727,0.095454545,0.068181818,0.121969697,0.892
45,45,hyper,0.205561153,0.597805837,0.877957926,0.980813488,0.276302933,0.818248586,8.00E-01,0.007743719,0.004924328,0.00287596,0.001787164,0.003909137,0.00099508,0.000976037,0.00016834,0.001933743,-1.06E-07,0.001858006,-1.04E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.135,0.095454545,0.078181818,0.081818182,0.056363636,0.120454545,0.902
46,46,hyper,0.194799072,0.648679453,0.821273598,0.956800938,0.155812464,0.882286193,8.00E-01,0.010286574,0.009120424,0.005593516,0.00136233,0.003329791,0.00086151,0.000767704,0.000180096,0.001891048,-9.44E-08,0.001894813,-9.40E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.115,0.082954545,0.086363636,0.084545455,0.089090909,0.123484848,0.904
47,47,hyper,0.195703797,0.580079949,0.645536476,0.93917297,0.181100539,0.807591616,8.00E-01,0.011228671,0.006543183,0.003452899,0.001909527,0.003378792,0.000515831,0.000683689,0.00010881,0.001917946,-9.82E-08,0.001908167,-9.38E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.15,0.081818182,0.09,0.086363636,0.072727273,0.111969697,0.906
48,48,hyper,0.201455532,0.748648482,0.86818935,0.917984672,0.197241647,0.883531359,8.00E-01,0.009622372,0.005894236,0.00971441,0.001475308,0.00277154,0.000971246,0.000926498,0.000173675,0.001931199,-9.02E-08,0.001869079,-9.16E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.15,0.089772727,0.102727273,0.091818182,0.076363636,0.120909091,0.916
49,49,hyper,0.218558728,0.708187342,0.890207793,0.974093368,0.169634899,0.806371522,8.00E-01,0.015477132,0.002739487,0.004739725,0.001761207,0.002790029,0.000841876,0.000511337,0.000151499,0.001861268,-1.10E-07,0.001895069,-1.06E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.1,0.094318182,0.101818182,0.095454545,0.078181818,0.123636364,0.92
50,50,hyper,0.206473244,0.64826163,0.927778409,0.965251407,0.220555639,0.758475033,8.00E-01,0.013188427,0.008326941,0.007202981,0.001020512,0.003530317,0.000818768,0.00090524,0.000243964,0.001889854,-1.06E-07,0.001943777,-9.28E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.095,0.086363636,0.092727273,0.088181818,0.074545455,0.116212121,0.912
51,51,hyper,0.19682745,0.777074568,0.842849798,0.943740147,0.214535257,0.847153324,8.00E-01,0.005307639,0.009616486,0.009753751,0.001929492,0.002674397,0.000661659,0.000687518,0.000700676,0.0019355,-1.04E-07,0.001867266,-1.02E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.105,0.085227273,0.089090909,0.09,0.085454545,0.112121212,0.902
52,52,hyper,0.201350072,0.646589378,0.941090889,0.999436548,0.205349356,0.893217341,8.00E-01,0.014470583,0.004413906,0.006666448,0.001940361,0.00277357,0.000681749,0.000776987,0.000298192,0.001929893,-1.07E-07,0.00190146,-9.89E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.085,0.0875,0.088181818,0.09,0.073636364,0.122424242,0.898
53,53,hyper,0.204836325,0.764415746,0.887110587,0.944424983,0.226763092,0.739204247,8.00E-01,0.006624119,0.005328987,0.00660007,0.001300096,0.002588886,0.000753444,0.000589671,0.00011761,0.001889897,-9.00E-08,0.001907173,-9.50E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.075,0.090909091,0.09,0.096363636,0.076363636,0.122878788,0.906
54,54,hyper,0.21346743,0.633698743,0.900390999,0.961268508,0.16638213,0.727657971,8.00E-01,0.013952433,0.004275918,0.005770832,0.001659419,0.002453998,0.000722124,0.000503833,0.000425214,0.001918891,-1.07E-07,0.001902846,-1.01E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.105,0.090909091,0.077272727,0.080909091,0.079090909,0.123030303,0.902
55,55,hyper,0.205363477,0.62992182,0.886905398,0.940419195,0.220625349,0.760680122,8.00E-01,0.018161997,0.009187778,0.008498924,0.001547837,0.003891954,0.000804944,0.000885363,0.000153428,0.001942204,-9.58E-08,0.001947552,-1.04E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.115,0.084090909,0.090909091,0.069090909,0.078181818,0.116060606,0.898
56,56,hyper,0.217395518,0.60355903,0.906184504,0.973957254,0.282057634,0.846343392,8.00E-01,0.019398055,0.003438402,0.007698346,0.001837961,0.002492212,0.000851343,0.000890592,0.000145884,0.001861212,-1.09E-07,0.001910643,-1.04E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.11,0.105681818,0.09,0.095454545,0.084545455,0.121969697,0.884
57,57,hyper,0.216020768,0.63193648,0.832390914,0.935018931,0.155070395,0.832980797,8.00E-01,0.015457944,0.008484177,0.009010506,0.001419996,0.00224878,0.000900715,0.000935881,0.000886436,0.001943064,-9.88E-08,0.00191584,-1.02E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.18,0.084090909,0.077272727,0.081818182,0.078181818,0.123484848,0.89
58,58,hyper,0.203403857,0.686093114,0.935536763,0.994103583,0.217237962,0.756741392,8.00E-01,0.013551169,0.008387483,0.003833866,0.001516165,0.003649026,0.000756724,0.000688546,0.000273378,0.001937872,-1.03E-07,0.001902873,-1.00E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.15,0.096590909,0.096363636,0.080909091,0.076363636,0.12530303,0.89
59,59,hyper,0.206532036,0.59848665,0.789327859,0.990762574,0.270900666,0.878418804,8.00E-01,0.014835112,0.008647132,0.004784763,0.001748044,0.002871914,0.000818122,0.000851682,0.000330451,0.001860839,-1.08E-07,0.001875394,-1.07E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.08,0.101136364,0.070909091,0.071818182,0.069090909,0.122575758,0.906
60,60,hyper,0.21367765,0.737894026,0.881013717,0.950288931,0.199076813,0.85429199,8.00E-01,0.014020665,0.005531458,0.009070024,0.001556342,0.00382753,0.000882169,0.000505501,0.000397404,0.001889189,-1.01E-07,0.001903083,-1.08E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.08,0.109090909,0.095454545,0.077272727,0.079090909,0.123030303,0.91
61,61,hyper,0.217250838,0.696365538,0.771715802,0.919511933,0.181176723,0.876200826,8.00E-01,0.010608602,0.008000634,0.009630402,0.001156346,0.002113003,0.000541027,0.000967368,0.000589339,0.001940881,-9.02E-08,0.001938766,-9.51E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.095,0.105681818,0.085454545,0.095454545,0.089090909,0.120454545,0.89
62,62,hyper,0.189529329,0.664773122,0.913765547,0.956963163,0.159993932,0.839899238,8.00E-01,0.016999207,0.005969018,0.005558223,0.000982886,0.002070574,0.000721061,0.000835961,0.000280282,0.001862967,-9.36E-08,0.0018941,-9.51E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.1,0.102272727,0.086363636,0.093636364,0.08,0.129090909,0.906
63,63,hyper,0.205421007,0.753687235,0.942213544,0.902665015,0.290534676,0.882189918,8.00E-01,0.013136893,0.006621328,0.006477097,0.001475805,0.002157008,0.000989381,0.000577472,0.000353844,0.00194779,-9.66E-08,0.001883406,-9.04E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.13,0.095454545,0.091818182,0.084545455,0.078181818,0.120606061,0.878
64,64,hyper,0.198401343,0.5891873,0.931585282,0.947067683,0.189396926,0.894300716,8.00E-01,0.019921689,0.009240105,0.00825696,0.001808252,0.003257505,0.000797339,0.000642773,0.000434831,0.001881356,-1.03E-07,0.001884889,-1.07E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.105,0.096590909,0.086363636,0.079090909,0.091818182,0.117272727,0.888
65,65,hyper,0.205911202,0.633048804,0.726202377,0.97184558,0.183619659,0.892433214,8.00E-01,0.016088755,0.007730835,0.006000831,0.001156959,0.00236521,0.000738223,0.000605157,0.000233384,0.001882188,-1.01E-07,0.001925551,-1.09E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.135,0.097727273,0.082727273,0.092727273,0.070909091,0.12469697,0.896
66,66,hyper,0.219577776,0.631376989,0.877109223,0.95237281,0.181610807,0.890916182,8.00E-01,0.01360663,0.006167528,0.009026462,0.000958348,0.002270069,0.000644706,0.000994908,0.000250902,0.001897287,-1.02E-07,0.001867402,-1.05E-07,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.165,0.095454545,0.082727273,0.09,0.086363636,0.12530303,0.918
67,67,hyper,0.205045705,0.727108978,0.89636362,0.997538751,0.153684612,0.785743875,8.00E-01,0.010800015,0.004505826,0.005822141,0.000986606,0.002450214,0.000867791,0.000694328,0.000578419,0.001864195,-9.93E-08,0.001948475,-9.14E-08,0,0,0,0,0,0,0,0,0,0.001322422,0.001322422,0.001322422,0.105,0.092045455,0.094545455,0.091818182,0.074545455,0.126515152,0.912
